"UID","ECONOMIC_ACTIVITY","JOB_DEP","Work_desc","Terms_of_emp","Job_category","JOB_CONDITION","Employer_category","WORKING_HOURS","employee_count","EMOLUMENT"
95209,"GZ","93","433d","CDD","O","C","ct_9",1802,"tr_1",17693
95210,"GZ","93","653a","CDI","O","C","ct_9",206,"tr_1",12924
95211,"OZ","93","434g","AUT","O","C","ct_2",1819,"tr_6",30567
95212,"GZ","77","477b","CDI","O","C","ct_9",1994,"tr_5",24757
95213,"OZ","75","451e","CDI","O","C","ct_1",1820,"tr_5",27753
95214,"KZ","93","461f","CDD","O","C","ct_9",1774,"tr_6",25043
95217,"QB","75","435b","CDI","O","C","ct_6",1859,"tr_4",16221
95218,"HZ","95","466b","CDI","O","C","ct_9",606,"tr_0",23756
95219,"QB","92","526a","CDI","O","C","ct_8",1820,"tr_3",17622
95221,"IZ","75","636d","CDI","O","P","ct_6",2096,"tr_1",17251
95223,"MA","93","387e","APP","A","C","ct_9",934,"tr_2",4819
95224,"GZ","93","676c","CDI","O","C","ct_6",3000,"tr_4",28227
95226,"QA","93","526b","CDI","O","C","ct_9",1792,"tr_1",21271
95228,"QB","93","563b","CDI","O","P","ct_7",464,"tr_1",9517
95230,"IZ","93","561d","CDI","O","C","ct_9",1743,"tr_1",17296
95231,"SZ","75","562a","CDI","O","C","ct_9",1914,"tr_1",18911
95233,"NZ","75","461f","CDI","O","C","ct_9",1645,"tr_1",18641
95234,"HZ","95","387b","CDI","O","C","ct_9",1920,"tr_4",45762
95236,"MA","93","382a","CDI","O","C","ct_9",1820,"tr_4",64207
95237,"QB","93","544a","CDI","O","C","ct_8",1848,"tr_3",30500
95241,"GZ","93","463b","CDI","O","C","ct_9",1760,"tr_1",18428
95245,"HZ","75","451a","CDI","O","C","ct_9",1888,"tr_6",25353
95247,"IZ","95","674c","CDI","O","C","ct_9",869,"tr_6",13997
95248,"OZ","93","523c","CDI","O","P","ct_2",2015,"tr_6",15253
95249,"QB","93","526a","CDI","O","C","ct_8",1820,"tr_3",21976
95250,"SZ","93","637d","CDI","O","C","ct_9",2147,"tr_1",18619
95254,"HZ","75","451a","CDI","O","C","ct_9",1820,"tr_2",23138
95260,"QA","75","344a","CDI","O","C","ct_8",1820,"tr_6",53570
95261,"OZ","75","333e","CDI","O","C","ct_1",1820,"tr_6",38094
95262,"FZ","93","681b","CDI","O","P","ct_9",830,"tr_2",6704
95263,"QA","93","526b","CDI","O","C","ct_9",1820,"tr_1",19242
95265,"FZ","94","632k","CDI","O","C","ct_9",1762,"tr_3",31427
95266,"JC","94","461b","CDI","O","C","ct_9",2080,"tr_5",16838
95267,"HZ","93","451a","CDI","O","C","ct_9",1946,"tr_4",23486
95269,"OZ","93","545d","CDI","O","C","ct_8",1848,"tr_6",27838
95270,"JC","92","344d","CDI","O","P","ct_9",1177,"tr_3",27325
95275,"QA","93","526a","CDI","O","P","ct_9",1659,"tr_5",20906
95276,"EZ","93","644a","CDI","O","C","ct_9",1716,"tr_5",16980
95278,"PZ","75","341a","CDI","O","C","ct_8",1839,"tr_4",29311
95280,"HZ","77","652a","CDI","O","C","ct_9",1843,"tr_6",22941
95282,"CH","57","384b","APP","A","C","ct_9",1215,"tr_5",16393
95284,"JA","92","352a","CDI","O","C","ct_9",2038,"tr_5",49006
95286,"GZ","75","542a","CDI","O","C","ct_9",1516,"tr_1",11166
95287,"JA","75","542a","CDI","O","C","ct_9",1820,"tr_1",13076
95288,"QB","75","526a","CDI","O","C","ct_8",1795,"tr_6",21239
95291,"QA","93","523d","AUT","O","C","ct_3",1820,"tr_6",21630
95292,"QB","93","563b","CDI","O","F","ct_7",136,"tr_1",1195
95294,"DZ","92","477b","CDI","O","C","ct_9",1779,"tr_1",24988
95295,"GZ","93","553c","CDI","O","C","ct_9",2200,"tr_2",55200
95296,"HZ","94","333c","CDI","O","C","ct_9",1844,"tr_4",23429
95297,"GZ","93","554e","CDI","O","P","ct_9",1561,"tr_1",15576
95299,"LZ","93","477b","CDI","O","C","ct_9",1850,"tr_3",28475
95303,"GZ","75","462b","CDI","O","P","ct_9",1834,"tr_3",16669
95306,"IZ","77","561d","CDI","O","P","ct_9",1485,"tr_2",12390
95308,"QA","75","433a","CDI","O","C","ct_3",1820,"tr_6",46713
95310,"GZ","93","556a","CDI","O","C","ct_9",1785,"tr_1",14378
95312,"GZ","93","551a","CDD","O","P","ct_9",128,"tr_3",8355
95315,"PZ","75","525b","CDI","O","P","ct_9",1124,"tr_4",7364
95317,"IZ","93","561e","CDI","O","C","ct_9",1863,"tr_2",23747
95318,"CA","93","643a","CDI","O","C","ct_9",1820,"tr_4",15658
95322,"IZ","95","542a","CDI","O","C","ct_9",1679,"tr_2",24826
95323,"GZ","75","554h","CDI","O","P","ct_6",1321,"tr_1",11631
95329,"HZ","93","652a","CDI","O","C","ct_9",1911,"tr_2",20115
95330,"NZ","75","534a","CDI","O","P","ct_9",210,"tr_4",1829
95331,"FZ","93","633a","CDI","O","C","ct_9",1820,"tr_1",22280
95334,"QB","93","542a","CDI","O","C","ct_8",1820,"tr_5",24974
95335,"QB","93","563b","AUT","O","C","ct_2",1899,"tr_4",22254
95336,"FZ","75","633a","CDI","O","C","ct_9",1692,"tr_4",16502
95337,"SZ","93","479b","CDI","O","C","ct_8",2200,"tr_2",28586
95338,"JC","92","544a","CDI","O","C","ct_9",1948,"tr_5",24179
95339,"IZ","57","561c","CDI","O","C","ct_9",227,"tr_1",2776
95346,"NZ","93","534a","CDI","O","C","ct_9",2116,"tr_6",23044
95350,"NZ","93","542a","CDI","O","C","ct_9",1834,"tr_1",35576
95352,"IZ","93","462c","CDI","O","C","ct_9",230,"tr_1",1794
95353,"HZ","77","423b","CDI","O","C","ct_5",1824,"tr_5",53221
95356,"QB","93","523d","AUT","O","C","ct_3",1852,"tr_6",20717
95358,"MA","75","373d","CDI","O","C","ct_9",2147,"tr_3",74383
95359,"GZ","93","554a","CDI","O","C","ct_9",1820,"tr_2",15587
95360,"GZ","77","552a","CDI","O","C","ct_9",1738,"tr_3",16356
95363,"HZ","75","451a","CDI","O","C","ct_9",2191,"tr_6",22595
95364,"HZ","75","466c","CDI","O","C","ct_5",1824,"tr_6",25758
95365,"NZ","75","534a","CDI","O","C","ct_9",1323,"tr_6",16494
95368,"RZ","75","353b","CDI","O","C","ct_9",1819,"tr_1",27258
95369,"MC","75","375a","CDI","O","P","ct_9",1438,"tr_5",28193
95375,"SZ","92","635a","CDI","O","C","ct_9",1820,"tr_1",13312
95376,"HZ","75","466a","CDI","O","C","ct_5",1854,"tr_6",42418
95377,"QA","93","526a","CDI","O","C","ct_8",1825,"tr_6",22067
95379,"HZ","93","641b","CDI","O","P","ct_9",312,"tr_1",2339
95382,"HZ","95","641a","CDI","O","C","ct_6",585,"tr_3",20191
95386,"LZ","93","564a","CDI","O","P","ct_9",1012,"tr_1",9327
95387,"GZ","93","552a","CDI","O","P","ct_9",889,"tr_6",6399
95388,"IZ","93","636d","CDD","O","C","ct_9",714,"tr_1",14627
95389,"QA","93","526a","CDI","O","C","ct_9",2033,"tr_6",20289
95391,"OZ","93","523c","AUT","O","C","ct_2",1632,"tr_6",16845
95392,"GZ","93","556a","CDI","O","C","ct_9",1516,"tr_1",10848
95393,"GZ","75","478c","CDI","O","C","ct_9",1785,"tr_6",30379
95394,"GZ","68","462d","CDI","O","C","ct_9",1824,"tr_1",13349
95395,"HZ","93","466a","AUT","O","C","ct_5",3000,"tr_3",48579
95398,"GZ","95","372b","CDI","O","C","ct_9",1336,"tr_3",29278
95407,"QA","93","526a","CDI","O","C","ct_9",1845,"tr_6",21210
95409,"JC","92","543g","CDI","O","C","ct_9",1515,"tr_6",35125
95412,"IZ","93","561d","CDI","O","C","ct_6",702,"tr_1",7298
95415,"GZ","94","676a","CDD","O","C","ct_9",2622,"tr_3",22063
95417,"OZ","75","467d","CDI","O","C","ct_8",1848,"tr_6",22864
95418,"IZ","75","561e","CDI","O","P","ct_9",1042,"tr_1",9760
95421,"NZ","93","472a","CDI","O","C","ct_6",2070,"tr_1",26470
95423,"HZ","93","546d","CDI","O","C","ct_9",1827,"tr_6",27645
95424,"JC","92","388c","CDI","O","C","ct_9",2095,"tr_4",48062
95427,"GZ","75","552a","CDI","O","P","ct_9",130,"tr_3",5893
95428,"IZ","75","561c","CDI","O","C","ct_6",1873,"tr_3",19929
95430,"TZ","93","563a","CDI","O","C","ct_7",1074,"tr_0",7653
95431,"HZ","93","521a","CDI","O","C","ct_9",1810,"tr_6",24374
95433,"QB","75","684a","CDI","O","P","ct_8",1564,"tr_4",12364
95434,"PZ","75","451e","AUT","O","C","ct_1",1820,"tr_6",18471
95435,"GZ","93","552a","CDI","O","C","ct_9",1786,"tr_4",17996
95436,"IZ","92","468a","CDI","O","C","ct_9",491,"tr_1",16180
95438,"LZ","93","461c","CDI","O","C","ct_9",1820,"tr_1",28592
95441,"QB","92","525d","CDI","O","C","ct_8",2206,"tr_3",22577
95443,"NZ","93","373d","CDI","O","C","ct_9",1820,"tr_1",29760
95446,"SZ","75","387c","CDI","O","C","ct_8",1820,"tr_3",25582
95447,"IZ","78","561d","CDI","O","C","ct_9",1820,"tr_1",15388
95448,"PZ","93","423b","CDI","O","P","ct_8",938,"tr_4",14581
95451,"GZ","93","552a","CDI","O","P","ct_9",148,"tr_6",4234
95455,"QA","93","526b","CDI","O","C","ct_9",1744,"tr_3",17853
95456,"GZ","93","543b","CDI","O","C","ct_9",1794,"tr_5",20802
95457,"GZ","77","652a","CDD","O","C","ct_9",1795,"tr_6",14971
95458,"HZ","92","541b","CDI","O","C","ct_9",1223,"tr_2",14238
95459,"HZ","93","643a","CDI","O","C","ct_9",1870,"tr_3",17670
95461,"GZ","93","554e","AUT","X","C","ct_9",1335,"tr_3",12301
95463,"MA","75","344a","CDD","O","C","ct_3",1819,"tr_6",57503
95464,"GZ","95","477a","CDI","O","P","ct_9",1102,"tr_6",10265
95465,"QA","75","542a","CDI","O","C","ct_9",374,"tr_1",4943
95466,"QA","93","431d","CDI","O","P","ct_9",693,"tr_1",11810
95467,"SZ","93","373d","CDI","O","P","ct_9",582,"tr_1",12152
95469,"JA","75","388a","CDI","O","C","ct_9",1820,"tr_4",32529
95472,"IZ","93","468a","CDI","O","C","ct_9",1456,"tr_3",13890
95473,"TZ","93","563c","CDI","O","C","ct_7",82,"tr_0",7678
95478,"HZ","95","466b","CDI","O","C","ct_9",2009,"tr_1",47179
95479,"JB","93","562b","APP","A","C","ct_6",1502,"tr_1",13344
95480,"NZ","93","676a","TTP","O","C","ct_9",1498,"tr_6",16711
95481,"GZ","93","554c","CDI","O","C","ct_9",1820,"tr_1",15188
95486,"IZ","69","561c","CDI","O","C","ct_9",1867,"tr_6",17153
95488,"QB","75","525d","CDI","O","C","ct_8",1796,"tr_3",20666
95490,"SZ","75","562b","CDI","O","P","ct_9",186,"tr_1",2027
95492,"LZ","75","564a","CDI","O","C","ct_9",1820,"tr_1",15885
95496,"HZ","93","451a","CDI","O","C","ct_9",798,"tr_2",10595
95498,"NZ","75","681a","TTP","O","C","ct_9",1273,"tr_1",17517
95504,"GZ","93","634c","CDI","O","C","ct_9",1820,"tr_2",19939
95507,"PZ","93","422e","AUT","X","P","ct_1",930,"tr_6",8678
95508,"OZ","75","531a","AUT","O","C","ct_1",1820,"tr_6",30740
95510,"TZ","92","563c","CDI","O","C","ct_7",262,"tr_1",3166
95511,"JC","92","388a","CDI","O","C","ct_9",1820,"tr_6",53850
95512,"QB","93","563a","CDI","O","D","ct_7",3000,"tr_1",36522
95516,"JB","75","388e","CDI","O","P","ct_9",1774,"tr_5",37068
95517,"FZ","93","634b","CDI","O","P","ct_9",913,"tr_1",12873
95518,"HZ","93","676d","CDI","O","C","ct_9",1844,"tr_5",23905
95519,"GZ","75","479b","APP","A","P","ct_9",1822,"tr_1",4411
95521,"GZ","78","554a","CDI","O","C","ct_9",2020,"tr_1",16607
95522,"HZ","75","451a","CDI","O","C","ct_9",1820,"tr_6",29414
95524,"IZ","93","543b","CDI","O","P","ct_9",1248,"tr_1",13847
95526,"NZ","91","684a","CDI","O","C","ct_9",1736,"tr_6",17326
95529,"HZ","95","655a","CDI","O","P","ct_9",1153,"tr_6",10921
95530,"OZ","93","333f","CDI","O","P","ct_2",1312,"tr_6",38723
95532,"GZ","93","551a","CDI","O","P","ct_9",909,"tr_1",6415
95533,"QB","93","525d","CDI","X","C","ct_8",1797,"tr_4",8447
95535,"GZ","75","462b","CDI","O","C","ct_9",2199,"tr_4",26756
95537,"PZ","93","421b","AUT","O","C","ct_2",1838,"tr_2",30129
95540,"LZ","93","461c","CDI","O","C","ct_9",1820,"tr_1",26245
95541,"IZ","75","636d","CDI","O","C","ct_9",140,"tr_1",1221
95546,"JC","75","388a","CDI","O","C","ct_9",1837,"tr_4",34314
95548,"KZ","75","372d","CDI","O","F","ct_9",2025,"tr_6",54068
95550,"HZ","93","641b","CDI","O","C","ct_5",1875,"tr_6",27663
95552,"KZ","92","467b","CDI","O","C","ct_9",2035,"tr_6",22820
95554,"NZ","78","684a","CDI","O","P","ct_9",1180,"tr_3",11842
95555,"NZ","75","676a","CDI","O","C","ct_9",1820,"tr_2",12962
95557,"NZ","94","534a","CDI","O","C","ct_9",2919,"tr_4",23209
95558,"OZ","93","523c","AUT","O","C","ct_2",1820,"tr_6",20030
95559,"CJ","93","461d","CDI","O","C","ct_9",1820,"tr_3",22083
95560,"IZ","75","561f","CDI","O","C","ct_9",1814,"tr_6",22535
95565,"FZ","93","681a","CDI","O","P","ct_9",858,"tr_1",6953
95567,"GZ","93","551a","CDI","O","P","ct_9",1324,"tr_4",11814
95569,"HZ","95","521a","CDI","O","C","ct_9",1887,"tr_6",22390
95572,"LZ","93","564a","CDI","O","C","ct_9",806,"tr_4",6906
95574,"CH","18","673b","CDI","O","C","ct_9",1859,"tr_2",19027
95578,"FZ","95","621c","CDI","O","C","ct_9",1987,"tr_3",19929
95579,"QB","75","434g","CDI","O","C","ct_8",1642,"tr_3",22819
95580,"KZ","75","467b","CDI","O","C","ct_9",1799,"tr_5",25150
95581,"MA","75","382b","CDI","O","C","ct_9",2149,"tr_3",50276
95582,"JA","94","353c","CDI","O","C","ct_5",1596,"tr_6",45804
95583,"GZ","93","554e","AUT","O","C","ct_9",1366,"tr_2",11084
95584,"FZ","77","633a","CDI","O","C","ct_9",1862,"tr_5",26665
95585,"IZ","95","561d","CDI","O","C","ct_9",2028,"tr_3",32119
95586,"QB","93","676e","AUT","O","P","ct_3",621,"tr_6",8333
95588,"MA","75","382b","AUT","X","C","ct_6",455,"tr_1",7093
95593,"GZ","94","551a","CDI","O","C","ct_9",1498,"tr_6",17899
95594,"JC","93","388d","CDI","O","C","ct_9",1843,"tr_6",46278
95599,"QB","75","526c","CDI","O","C","ct_8",1820,"tr_4",21347
95604,"SZ","75","463e","AUT","X","C","ct_8",1820,"tr_1",21802
95606,"IZ","75","541b","CDI","O","C","ct_9",1695,"tr_6",17553
95609,"HZ","92","641a","CDI","O","P","ct_9",912,"tr_2",7219
95610,"PZ","93","524b","AUT","O","C","ct_1",1514,"tr_5",18851
95612,"OZ","93","543g","CDI","O","C","ct_1",1860,"tr_3",24375
95613,"GZ","93","462a","CDI","O","C","ct_9",1820,"tr_4",21053
95614,"NZ","93","534a","CDI","O","C","ct_9",1828,"tr_6",29807
95615,"GZ","95","551a","CDD","O","P","ct_9",267,"tr_1",9480
95619,"GZ","77","481a","CDI","O","C","ct_9",1549,"tr_3",18183
95620,"QA","94","344a","CDI","O","P","ct_3",182,"tr_6",4832
95623,"CA","93","554a","CDI","O","P","ct_6",1044,"tr_1",7371
95624,"OZ","75","524b","CDI","O","C","ct_1",1820,"tr_5",28301
95625,"NZ","78","684a","CDI","O","C","ct_9",1567,"tr_1",15351
95626,"CB","75","676a","CDI","O","P","ct_9",248,"tr_1",15089
95628,"EZ","94","644a","CDI","O","C","ct_9",1757,"tr_5",17630
95633,"FZ","93","632j","CDI","O","P","ct_9",287,"tr_2",3235
95634,"RZ","93","424a","CDI","O","C","ct_8",1213,"tr_5",26500
95636,"QA","82","526a","CDD","O","C","ct_3",389,"tr_5",15187
95637,"GZ","92","461d","CDI","O","C","ct_9",1820,"tr_6",27937
95639,"HZ","75","461e","CDI","O","C","ct_5",1824,"tr_6",45852
95640,"QA","93","526b","CDI","O","C","ct_8",1804,"tr_3",21441
95641,"HZ","93","466c","CDI","O","C","ct_9",1820,"tr_6",38392
95643,"GZ","75","652a","CDI","O","C","ct_9",980,"tr_1",23605
95647,"NZ","77","655a","CDI","O","C","ct_9",2095,"tr_6",34918
95648,"QA","93","526a","CDD","O","C","ct_8",739,"tr_5",15062
95652,"NZ","77","534a","CDI","O","C","ct_9",1657,"tr_6",21568
95654,"QB","93","526a","CDI","O","C","ct_8",2773,"tr_3",30035
95655,"QB","93","563a","CDI","O","D","ct_7",542,"tr_0",10755
95656,"QA","93","525d","CDI","O","C","ct_9",2022,"tr_5",16081
95657,"KZ","93","467a","CDI","O","C","ct_9",2156,"tr_2",36780
95659,"HZ","93","642b","CDI","O","C","ct_9",1304,"tr_3",13482
95665,"NZ","93","534a","CDI","O","C","ct_9",1657,"tr_6",21242
95666,"HZ","94","676d","CDI","O","C","ct_9",1804,"tr_3",16089
95668,"CB","93","627b","CDI","O","C","ct_9",1517,"tr_1",11329
95671,"HZ","93","451a","CDI","O","C","ct_9",1814,"tr_3",19914
95675,"HZ","54","451a","CDI","O","P","ct_9",1093,"tr_3",9912
95676,"QB","92","563b","CDI","O","P","ct_7",816,"tr_1",8517
95677,"HZ","77","521a","CDI","O","P","ct_9",111,"tr_6",1376
95679,"FZ","75","632a","CDI","O","K","ct_6",798,"tr_1",6718
95680,"OZ","75","333e","CDI","O","C","ct_1",1820,"tr_6",32741
95681,"NZ","75","684a","CDI","O","P","ct_9",899,"tr_5",7464
95682,"JC","75","544a","CDI","O","C","ct_9",1831,"tr_6",33989
95684,"IZ","75","377a","CDI","O","C","ct_9",2032,"tr_3",45934
95686,"IZ","92","561c","CDI","O","P","ct_9",545,"tr_1",6655
95688,"LZ","92","461f","CDD","O","P","ct_9",721,"tr_6",10134
95690,"FZ","75","681b","CDI","O","C","ct_9",457,"tr_1",16062
95692,"HZ","93","643a","CDI","O","P","ct_9",1312,"tr_2",15393
95693,"IZ","95","377a","CDI","O","P","ct_9",1126,"tr_6",22735
95694,"JA","92","353c","CDI","O","P","ct_9",1289,"tr_5",28925
95695,"KZ","75","376e","CDI","O","C","ct_6",1820,"tr_1",26732
95696,"IZ","75","561c","CDI","O","C","ct_9",2028,"tr_1",27703
95697,"JC","93","388a","CDI","O","C","ct_9",1820,"tr_3",31121
95698,"FZ","78","481a","CDI","O","C","ct_9",1873,"tr_6",26443
95702,"JA","92","352a","CDI","O","C","ct_9",1079,"tr_1",30382
95703,"QB","75","526d","CDI","O","C","ct_8",1759,"tr_4",17535
95705,"HZ","93","676a","CDI","O","C","ct_9",450,"tr_5",11441
95711,"NZ","94","652a","CDI","O","C","ct_9",1820,"tr_3",19337
95712,"NZ","45","652a","TTP","O","C","ct_9",362,"tr_3",15771
95715,"FZ","92","634b","CDI","O","C","ct_9",2028,"tr_2",29974
95716,"MA","75","372b","CDI","O","C","ct_9",1604,"tr_3",30259
95717,"FZ","95","681b","CDI","O","P","ct_9",172,"tr_1",1161
95718,"QB","92","525d","CDI","O","C","ct_9",2252,"tr_4",19441
95720,"QA","93","526a","CDI","O","C","ct_9",2200,"tr_5",21730
95721,"CE","93","461d","CDI","O","C","ct_9",1826,"tr_6",31893
95724,"QB","95","526d","CDI","O","C","ct_9",901,"tr_3",10131
95727,"GZ","95","634d","CDI","O","C","ct_9",1820,"tr_3",21089
95728,"GZ","75","636a","CDI","O","P","ct_6",841,"tr_1",9657
95729,"CM","94","543c","CDI","O","C","ct_9",303,"tr_1",2506
95731,"FZ","77","462e","CDI","O","C","ct_9",1575,"tr_1",41661
95733,"IZ","75","561f","CDI","O","C","ct_9",2006,"tr_6",23106
95734,"KZ","75","376c","CDI","O","P","ct_9",1456,"tr_4",20146
95735,"MA","75","372a","CDI","O","C","ct_9",1734,"tr_6",39042
95736,"SZ","75","564b","CDI","O","C","ct_9",1820,"tr_3",16002
95737,"HZ","93","546b","APP","A","P","ct_9",1456,"tr_6",14983
95739,"GZ","93","562a","CDD","O","C","ct_9",308,"tr_1",16782
95741,"GZ","75","641a","CDI","O","C","ct_9",2517,"tr_1",22143
95742,"QB","92","526a","CDI","O","C","ct_8",1823,"tr_4",16875
95743,"HZ","94","372c","CDI","O","C","ct_9",1820,"tr_6",64846
95744,"HZ","77","466a","CDI","O","C","ct_9",1826,"tr_6",32912
95748,"EZ","77","684b","CDI","O","C","ct_9",1868,"tr_5",18430
95751,"EZ","86","477d","CDI","O","C","ct_9",1823,"tr_5",14698
95755,"QB","75","461b","CDI","O","C","ct_8",1820,"tr_6",22106
95756,"OZ","93","524c","AUT","X","C","ct_2",1780,"tr_6",14171
95757,"GZ","75","551a","CDI","O","P","ct_9",1918,"tr_3",15824
95761,"JC","92","388a","CDI","O","C","ct_9",2200,"tr_4",42134
95762,"CK","93","384b","CDI","O","C","ct_9",1737,"tr_6",50815
95766,"FZ","94","481b","CDI","O","C","ct_9",1645,"tr_5",51325
95770,"NZ","93","466a","CDI","O","C","ct_9",1820,"tr_2",24786
95771,"QB","92","563c","CDI","O","P","ct_6",190,"tr_3",1368
95772,"IZ","75","561e","CDI","O","C","ct_9",1779,"tr_3",16151
95774,"KZ","92","376e","CDI","O","C","ct_9",1724,"tr_5",44291
95775,"RZ","93","435b","CDI","O","P","ct_8",1412,"tr_0",10346
95779,"IZ","75","636d","CDI","O","P","ct_9",1096,"tr_1",8971
95780,"FZ","95","681a","CDI","O","C","ct_9",1642,"tr_1",13964
95783,"FZ","75","632e","CDI","O","C","ct_9",303,"tr_0",11345
95786,"MA","92","384b","CDI","O","C","ct_9",1967,"tr_3",48367
95788,"NZ","93","534a","CDI","O","C","ct_6",2121,"tr_1",16818
95789,"NZ","77","651b","CDI","O","C","ct_9",67,"tr_6",581
95792,"QA","75","433a","AUT","O","C","ct_3",1820,"tr_6",28620
95795,"IZ","75","461f","CDI","O","C","ct_9",2046,"tr_6",27160
95797,"GZ","75","554e","CDI","O","C","ct_9",1990,"tr_2",14209
95798,"MA","75","543b","CDI","O","C","ct_9",1820,"tr_6",21323
95800,"SZ","75","541b","CDI","O","C","ct_9",1585,"tr_2",18914
95803,"GZ","77","462b","CDI","O","C","ct_9",1707,"tr_4",22396
95805,"GZ","93","676c","CDI","O","C","ct_9",1820,"tr_1",14768
95809,"HZ","93","466b","CDI","O","C","ct_9",1886,"tr_3",27592
95812,"QA","75","526e","CDI","O","C","ct_9",1634,"tr_3",12125
95813,"QA","93","526a","CDI","O","C","ct_3",1883,"tr_6",21525
95814,"QB","93","526a","CDI","O","C","ct_8",1520,"tr_3",14661
95815,"NZ","92","684a","CDI","O","P","ct_9",2466,"tr_6",18578
95819,"NZ","91","534a","CDI","O","C","ct_9",2651,"tr_6",24181
95821,"PZ","92","374d","CDI","O","C","ct_9",1813,"tr_5",33873
95822,"IZ","93","486e","CDI","O","C","ct_9",1992,"tr_4",33052
95823,"PZ","93","341a","CDI","O","C","ct_8",1820,"tr_5",22301
95824,"MA","93","676c","CDI","O","C","ct_9",1820,"tr_1",11471
95825,"HZ","93","546e","CDI","O","C","ct_9",1956,"tr_5",21330
95828,"GZ","93","374a","CDI","O","C","ct_9",1350,"tr_6",31837
95829,"EZ","78","484a","CDI","O","C","ct_9",1820,"tr_6",27571
95831,"GZ","93","461f","CDI","O","C","ct_9",2028,"tr_3",55664
95832,"PZ","93","341a","AUT","O","C","ct_1",1820,"tr_4",27595
95833,"GZ","93","554a","CDI","O","C","ct_9",1258,"tr_6",16104
95834,"QA","75","431f","AUT","O","C","ct_3",2110,"tr_6",4025
95836,"GZ","75","554f","CDI","O","C","ct_9",586,"tr_3",6309
95839,"GZ","93","556a","CDI","O","C","ct_9",1820,"tr_1",13735
95841,"GZ","95","462b","CDI","O","Y","ct_9",337,"tr_2",2818
95843,"PZ","93","341a","CDI","O","C","ct_8",1820,"tr_4",17719
95845,"PZ","93","341a","CDI","O","C","ct_8",1864,"tr_5",25623
95846,"OZ","75","333f","CDI","O","P","ct_2",1706,"tr_1",24136
95847,"MA","92","461b","CDI","O","C","ct_9",1820,"tr_6",32431
95848,"HZ","75","451a","CDI","O","C","ct_9",1885,"tr_6",21630
95851,"NZ","77","534a","CDI","O","P","ct_9",1375,"tr_6",17026
95852,"HZ","92","643a","CDI","O","C","ct_9",875,"tr_3",8582
95854,"MA","92","376e","APP","A","C","ct_9",1631,"tr_6",18841
95856,"JA","92","637c","TOA","O","F","ct_9",1614,"tr_6",38122
95857,"FZ","93","681a","CDD","O","P","ct_9",210,"tr_1",1561
95861,"FZ","93","481b","CDI","O","C","ct_9",1824,"tr_6",39564
95862,"KZ","75","467c","CDI","O","C","ct_9",1812,"tr_5",25166
95869,"QB","75","525d","CDI","O","C","ct_9",1912,"tr_4",17474
95870,"HZ","93","451a","CDI","O","C","ct_9",1943,"tr_6",23442
95872,"NZ","75","534a","CDI","O","C","ct_9",2220,"tr_6",17577
95874,"RZ","75","435b","CDI","O","P","ct_8",148,"tr_1",3661
95875,"QA","92","525d","CDI","O","C","ct_8",1970,"tr_5",20122
95877,"CJ","92","564b","AUT","X","C","ct_9",1665,"tr_6",14621
95878,"QA","75","526b","CDI","O","C","ct_6",1820,"tr_1",32203
95879,"IZ","93","561c","CDI","O","C","ct_9",165,"tr_1",1853
95882,"IZ","93","543b","CDI","O","P","ct_6",430,"tr_1",3473
95886,"OZ","93","451g","CDD","O","C","ct_2",2028,"tr_6",24025
95888,"QB","75","526c","CDI","O","C","ct_8",1782,"tr_3",14327
95890,"MA","78","344b","CDI","O","C","ct_9",2001,"tr_6",47242
95891,"JC","92","388a","CDI","O","C","ct_9",1428,"tr_6",14401
95893,"FZ","57","382c","CDI","O","C","ct_9",1871,"tr_4",23867
95894,"KZ","75","467a","CDI","O","P","ct_9",1608,"tr_6",26458
95896,"TZ","75","563c","CDI","O","C","ct_7",933,"tr_1",11541
95898,"HZ","77","641a","CDI","O","C","ct_9",2235,"tr_2",25300
95901,"IZ","60","636d","CDI","O","C","ct_9",1820,"tr_1",19292
95902,"RZ","93","354b","TOA","O","F","ct_8",726,"tr_1",22011
95904,"GZ","78","374d","CDI","O","C","ct_9",1953,"tr_4",44379
95905,"IZ","93","468a","CDI","O","C","ct_9",1082,"tr_1",20195
95911,"OZ","93","434d","AUT","O","P","ct_2",1456,"tr_6",26809
95913,"JC","93","543g","CDI","O","C","ct_9",2200,"tr_1",40698
95916,"IZ","75","543h","AUT","X","C","ct_9",894,"tr_6",4634
95919,"QA","78","542a","CDI","O","P","ct_9",910,"tr_1",7288
95920,"QB","93","564b","CDI","O","C","ct_8",1820,"tr_4",15091
95921,"QA","93","373b","CDI","O","C","ct_8",1878,"tr_4",32158
95922,"HZ","93","641b","CDI","O","C","ct_9",1862,"tr_5",27821
95927,"JA","92","388a","CDI","O","C","ct_9",1820,"tr_4",33357
95929,"FZ","93","382a","CDI","O","C","ct_9",2007,"tr_1",74080
95930,"GZ","93","433d","CDI","O","C","ct_9",1940,"tr_3",26664
95931,"PZ","93","421b","AUT","O","C","ct_2",1820,"tr_3",24087
95932,"NZ","92","684a","CDI","O","P","ct_9",1261,"tr_6",11573
95938,"EZ","92","621e","CDI","O","C","ct_9",1886,"tr_6",21996
95939,"MA","93","424a","CDI","O","C","ct_9",1652,"tr_3",19624
95941,"FZ","95","681a","CDI","O","C","ct_9",1530,"tr_2",13207
